locus_tag	Lygos_24_1A	Lygos_24_1B	Lygos_24_2A	Lygos_24_2B	Lygos_48_1A	Lygos_48_1B	Lygos_48_2A	Lygos_48_2B
BOH78_4603	1.0	4.0	4.0	4.0	3.0	4.0	5.0	2.0
BOH78_4607	2.0	4.0	2.0	3.0	2.0	4.0	1.0	3.0
BOH78_4619	8.0	3.0	5.0	7.0	7.0	4.0	8.0	4.0
BOH78_4618	3.0	2.0	5.0	5.0	6.0	2.0	3.0	3.0
BOH78_4612	22.0	24.0	22.0	27.0	29.0	18.0	11.0	19.0
BOH78_4631	2.0	6.0	4.0	6.0	2.0	1.0	2.0	4.0
BOH78_4630	4.0	3.0	2.0	4.0	6.0	2.0	5.0	2.0
BOH78_4589			1.0	1.0				
BOH78_4581	6.0	5.0	10.0	11.0	2.0	4.0	5.0	10.0
BOH78_4580		1.0	2.0	1.0		1.0		
BOH78_4582	3.0	1.0	12.0	7.0	4.0	1.0	9.0	6.0
BOH78_4585								1.0
BOH78_4584	2.0	4.0	2.0	2.0	1.0	3.0		2.0
BOH78_4587	21.0	15.0	16.0	20.0	21.0	14.0	16.0	19.0
BOH78_4586	1.0	2.0	1.0	2.0	1.0		2.0	1.0
BOH78_4575	6.0	6.0	9.0	3.0	2.0	4.0	4.0	6.0
BOH78_4572			2.0	1.0			2.0	
BOH78_4573	5.0	3.0	6.0	5.0	4.0	4.0	6.0	5.0
BOH78_4592					1.0	1.0	1.0	
BOH78_4593			1.0					
BOH78_4596	4.0	8.0	8.0	8.0	5.0	4.0	7.0	4.0
BOH78_4597				1.0				
BOH78_4595	1.0	2.0	1.0	1.0	3.0	2.0	2.0	1.0
BOH78_4574		1.0	2.0	1.0	1.0	2.0	2.0	
BOH78_4577	11.0	7.0	9.0	7.0	9.0	12.0	7.0	10.0
BOH78_4601	2.0	1.0	5.0	5.0	1.0	1.0	5.0	2.0
BOH78_4545	4.0	3.0	2.0	3.0		1.0		3.0
BOH78_4546	53.0	50.0	62.0	64.0	58.0	45.0	57.0	46.0
BOH78_4548	7.0	6.0	6.0	6.0	8.0	6.0	5.0	2.0
BOH78_4554	1.0	1.0	6.0	2.0	2.0	2.0	4.0	1.0
BOH78_4553	8.0	7.0	7.0	6.0	8.0	7.0	5.0	5.0
BOH78_4559			1.0	2.0				1.0
BOH78_4556	6.0	6.0	7.0	7.0	8.0	1.0	12.0	6.0
BOH78_4552						1.0		
BOH78_4543	4.0	2.0	4.0	2.0	4.0	1.0	3.0	1.0
BOH78_4563	1.0		2.0	3.0	3.0	1.0	3.0	3.0
BOH78_4562	1.0				1.0			
BOH78_4561	7.0	4.0	6.0	9.0	7.0	5.0	4.0	6.0
BOH78_4560	6.0	4.0	7.0	8.0	7.0	6.0	7.0	8.0
BOH78_4567	3.0	3.0	2.0	3.0	2.0	2.0	3.0	6.0
BOH78_4566	8.0	7.0	10.0	10.0	7.0	7.0	5.0	6.0
BOH78_4569	12.0	10.0	20.0	15.0	9.0	8.0	19.0	10.0
BOH78_4568			2.0	2.0		1.0	1.0	4.0
BOH78_4570	26.0	27.0	36.0	37.0	16.0	13.0	39.0	18.0
BOH78_4558	1.0							
BOH78_4557	3.0	2.0	4.0	5.0	2.0	2.0	2.0	5.0
BOH78_4519	3.0	1.0	4.0	4.0	1.0	2.0	6.0	3.0
BOH78_4527	18.0	14.0	20.0	19.0	10.0	15.0	13.0	16.0
BOH78_4526	11.0	10.0	8.0	9.0	9.0	7.0	9.0	10.0
BOH78_4520		1.0						
BOH78_4525	14.0	10.0	10.0	14.0	16.0	7.0	7.0	9.0
BOH78_4524	3.0	2.0	4.0	3.0	3.0	1.0	2.0	2.0
BOH78_4522	6.0	2.0	5.0	5.0	9.0	1.0	2.0	4.0
BOH78_4529	23.0	20.0	24.0	23.0	24.0	17.0	18.0	16.0
BOH78_4538			1.0	2.0				
BOH78_4539			1.0	2.0				
BOH78_4531	29.0	25.0	34.0	36.0	31.0	20.0	35.0	32.0
BOH78_4532	25.0	14.0	27.0	25.0	21.0	14.0	18.0	20.0
BOH78_4534	4.0	6.0	5.0	3.0	3.0	4.0	6.0	7.0
BOH78_4516		1.0		1.0				
BOH78_4517	12.0	12.0	12.0	12.0	13.0	9.0	14.0	15.0
BOH78_4530	8.0	10.0	15.0	13.0	9.0	10.0	9.0	9.0
BOH78_4536	1.0	2.0		1.0	2.0	1.0	1.0	1.0
BOH78_4510			1.0					
BOH78_4479	15.0	16.0	22.0	18.0	19.0	16.0	19.0	11.0
BOH78_4478	12.0	10.0	15.0	14.0	16.0	8.0	13.0	13.0
BOH78_4477					2.0			
BOH78_4503	9.0	6.0	8.0	6.0	2.0	5.0	5.0	5.0
BOH78_4506		1.0						
BOH78_4508	1.0		1.0	1.0	2.0		1.0	1.0
BOH78_4502	2.0	3.0	4.0	4.0	5.0	3.0	3.0	3.0
BOH78_4505							4.0	
BOH78_4480	7.0	9.0	8.0	9.0	11.0	7.0	10.0	10.0
BOH78_4481	19.0	18.0	20.0	17.0	20.0	17.0	18.0	18.0
BOH78_4482				1.0				
BOH78_4483			1.0	1.0				
BOH78_4484	1.0	1.0		1.0	1.0	1.0		
BOH78_4486	16.0	15.0	23.0	21.0	14.0	16.0	17.0	19.0
BOH78_4487			1.0					
BOH78_4488		1.0				2.0		
BOH78_4489	2.0	1.0	2.0	1.0	2.0	1.0	1.0	2.0
BOH78_4494						1.0		
BOH78_4499	10.0	9.0	10.0	11.0	11.0	7.0	9.0	5.0
BOH78_4498		1.0	1.0	1.0	1.0	1.0	1.0	1.0
BOH78_4497	4.0	4.0	4.0	2.0	3.0	2.0	3.0	3.0
BOH78_4496	23.0	16.0	22.0	22.0	31.0	16.0	18.0	19.0
BOH78_4493	7.0	10.0	8.0	6.0	9.0	10.0	2.0	5.0
BOH78_4492							1.0	
BOH78_4491	8.0				10.0		37.0	1.0
BOH78_4504	23.0	20.0	27.0	22.0	20.0	15.0	11.0	18.0
BOH78_4444	8.0	7.0	9.0	13.0	5.0	5.0	11.0	10.0
BOH78_4446	1.0	1.0	3.0		1.0	1.0	2.0	2.0
BOH78_4474	2.0	1.0	1.0	2.0	4.0	2.0	3.0	4.0
BOH78_4471	21.0	15.0	22.0	19.0	20.0	19.0	17.0	16.0
BOH78_4472	19.0	14.0	22.0	24.0	9.0	5.0	12.0	16.0
BOH78_4456	14.0	13.0	20.0	19.0	13.0	14.0	14.0	15.0
BOH78_4454				1.0			1.0	
BOH78_4439	4.0		1.0		2.0			
BOH78_4451								1.0
BOH78_4455	4.0	3.0	4.0	6.0	3.0	3.0	6.0	2.0
BOH78_4475	1.0	4.0	15.0	11.0	1.0	6.0	1.0	5.0
BOH78_4468	32.0	23.0	31.0	27.0	33.0	23.0	34.0	29.0
BOH78_4469	26.0	27.0	21.0	18.0	26.0	19.0	22.0	17.0
BOH78_4467	2.0	2.0		4.0	2.0	1.0	1.0	2.0
BOH78_4464	1.0	1.0	2.0	2.0	1.0	1.0		1.0
BOH78_4463	3.0	1.0	2.0	5.0	3.0	2.0	3.0	2.0
BOH78_4460				1.0				
BOH78_4461	6.0	5.0	9.0	9.0	8.0	3.0	8.0	8.0
BOH78_4457	12.0	7.0	11.0	12.0	10.0	7.0	12.0	9.0
BOH78_4459	3.0	3.0	5.0	5.0	3.0	3.0	1.0	1.0
BOH78_4445	1.0							
BOH78_4447	2.0	2.0		1.0	1.0	2.0		1.0
BOH78_4442					1.0			
BOH78_4435	2.0	1.0	1.0	1.0	1.0		1.0	
BOH78_4434	2.0	2.0	5.0	6.0	5.0	5.0	9.0	6.0
BOH78_4437	3.0	2.0	2.0	2.0	1.0	2.0	1.0	1.0
BOH78_4436	2.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0
BOH78_4438	16.0	15.0	12.0	14.0	13.0	21.0	19.0	12.0
BOH78_4416	5.0	4.0	8.0	7.0	7.0	2.0	4.0	4.0
BOH78_4415	1.0	2.0		1.0	1.0		1.0	3.0
BOH78_4414	1.0		1.0	1.0	1.0		2.0	1.0
BOH78_4413	3.0	3.0	3.0	4.0	4.0	6.0	5.0	3.0
BOH78_4412		1.0				1.0		1.0
BOH78_4411	2.0			1.0		1.0		
BOH78_4410			1.0				1.0	
BOH78_4418	1.0	1.0	1.0	1.0		1.0		1.0
BOH78_4425	14.0	14.0	13.0	15.0	12.0	10.0	8.0	11.0
BOH78_4421	2.0		1.0		1.0	1.0	1.0	1.0
BOH78_4417	1.0	2.0				2.0	1.0	1.0
BOH78_4405								1.0
BOH78_4422	5.0		2.0	3.0	6.0	2.0	3.0	1.0
BOH78_4423	7.0	3.0	10.0	11.0	8.0	6.0	12.0	12.0
BOH78_4420	10.0	8.0	11.0	10.0	18.0	9.0	8.0	10.0
BOH78_4426			1.0	1.0				
BOH78_4427	3.0	5.0	5.0	6.0	1.0	4.0		6.0
BOH78_4397	67.0	47.0	56.0	59.0	46.0	45.0	48.0	43.0
BOH78_4398	4.0	3.0	4.0	2.0	4.0	5.0	3.0	2.0
BOH78_4399			2.0	1.0		1.0	1.0	
BOH78_4428	2.0	2.0	5.0	2.0	1.0	3.0	3.0	1.0
BOH78_4429	2.0	1.0	3.0	2.0	1.0		2.0	1.0
BOH78_4408	1.0	1.0	1.0	1.0	2.0	3.0	1.0	1.0
BOH78_4409	1.0	2.0	2.0	2.0			1.0	2.0
BOH78_4402	1.0	2.0	1.0	2.0	1.0	1.0		
BOH78_4403			2.0	2.0	1.0			
BOH78_4385	7.0	4.0	8.0	6.0	12.0	9.0	5.0	9.0
BOH78_4384	10.0	6.0	7.0	9.0	11.0	3.0	6.0	5.0
BOH78_4383	7.0	7.0	7.0	8.0	4.0	5.0	4.0	3.0
BOH78_4382	3.0	3.0	2.0	5.0	3.0	3.0	3.0	4.0
BOH78_4381	1.0	1.0	1.0	1.0				
BOH78_4380	3.0	4.0	2.0	2.0	1.0	4.0	3.0	2.0
BOH78_4391	3.0	5.0	7.0	4.0	3.0	4.0	3.0	
BOH78_4392	2.0		2.0	1.0	3.0	1.0		
BOH78_4389	1.0	1.0	3.0	4.0	3.0	3.0	6.0	4.0
BOH78_4386	10.0	10.0	7.0	7.0	15.0	7.0	11.0	6.0
BOH78_4369	2.0	1.0	4.0	2.0	1.0		2.0	4.0
BOH78_4365	2.0	3.0	2.0	3.0	1.0	3.0	2.0	2.0
BOH78_4367	11.0	11.0	9.0	14.0	12.0	9.0	11.0	11.0
BOH78_4366	1.0		1.0	4.0	2.0			2.0
BOH78_4361		2.0	1.0		4.0	1.0	3.0	2.0
BOH78_4360	3.0	2.0	3.0	7.0	5.0		4.0	5.0
BOH78_4362			1.0	1.0				
BOH78_4394	6.0	6.0	4.0	4.0	6.0	4.0	1.0	1.0
BOH78_4395					1.0			
BOH78_4396	24.0	22.0	20.0	21.0	18.0	15.0	17.0	19.0
BOH78_4393			1.0					
BOH78_4378	3.0	3.0	2.0	3.0	2.0	1.0	2.0	2.0
BOH78_4379	26.0	18.0	29.0	31.0	24.0	21.0	12.0	23.0
BOH78_4376	9.0	5.0	10.0	9.0	9.0	6.0	8.0	7.0
BOH78_4374	1.0	1.0		1.0	1.0	1.0		1.0
BOH78_4375					1.0		1.0	
BOH78_4372			1.0	1.0				1.0
BOH78_4373	20.0	20.0	18.0	19.0	22.0	24.0	9.0	15.0
BOH78_4356					1.0			
BOH78_4357	9.0	7.0	14.0	9.0	7.0	7.0	16.0	11.0
BOH78_4359	47.0	41.0	41.0	35.0	48.0	38.0	29.0	27.0
BOH78_4323	1.0	1.0	1.0	1.0	2.0	2.0	2.0	1.0
BOH78_4336		1.0	1.0	1.0	1.0	1.0		1.0
BOH78_4341	1.0							
BOH78_4340	1.0	1.0	1.0		1.0			1.0
BOH78_4347	1.0	3.0	1.0		1.0	2.0	1.0	1.0
BOH78_4345	1.0	3.0	3.0	1.0	3.0	2.0	1.0	2.0
BOH78_4344						1.0		
BOH78_4349		1.0	1.0	4.0	2.0		2.0	2.0
BOH78_4337							1.0	
BOH78_4338	3.0	1.0	3.0	1.0	2.0	2.0	3.0	
BOH78_4339	15.0	17.0	18.0	15.0	16.0	16.0	14.0	13.0
BOH78_4354	5.0	4.0	3.0	8.0	7.0	5.0	2.0	8.0
BOH78_4351	4.0	4.0	2.0	4.0		4.0	3.0	4.0
BOH78_4352	2.0		2.0	1.0	3.0	2.0	1.0	
BOH78_4353	2.0	2.0	5.0	4.0	1.0		3.0	2.0
BOH78_4326	3.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0
BOH78_4333					1.0			
BOH78_4334					1.0			
BOH78_4306	1.0			1.0	1.0			
BOH78_4304	1.0						1.0	
BOH78_4302		1.0		1.0			1.0	
BOH78_4301	1.0	1.0				1.0		
BOH78_4309	26.0	22.0	23.0	25.0	24.0	22.0	15.0	20.0
BOH78_4287	8.0	4.0	8.0	6.0	10.0	5.0	8.0	7.0
BOH78_4288	5.0	5.0	4.0	6.0	5.0	4.0	5.0	7.0
BOH78_4289			1.0	1.0	1.0		1.0	1.0
BOH78_4318	4.0	2.0	2.0	5.0	4.0	4.0	2.0	5.0
BOH78_4310	14.0	14.0	8.0	12.0	14.0	11.0	17.0	12.0
BOH78_4311	4.0	2.0	4.0	5.0	1.0		3.0	4.0
BOH78_4312	4.0	6.0	5.0	6.0	2.0	3.0	5.0	4.0
BOH78_4314	5.0				4.0		19.0	2.0
BOH78_4316		2.0		1.0	1.0	1.0		2.0
BOH78_4317			2.0	1.0	1.0		1.0	1.0
BOH78_4296				1.0				
BOH78_4291	2.0	1.0	3.0	3.0		1.0		1.0
BOH78_4293	4.0	4.0	6.0	3.0	1.0	3.0	3.0	4.0
BOH78_4292	9.0	11.0	10.0	10.0	10.0	11.0	14.0	12.0
BOH78_4298	4.0	8.0	2.0	5.0	5.0	3.0	5.0	6.0
BOH78_4240	16.0	12.0	19.0	15.0	17.0	18.0	12.0	12.0
BOH78_4244	1.0	1.0	3.0	2.0	1.0	2.0	4.0	1.0
BOH78_4248			2.0	1.0	1.0		1.0	1.0
BOH78_4268	22.0	15.0	21.0	20.0	20.0	17.0	22.0	16.0
BOH78_4269				1.0				
BOH78_4261	2.0	1.0	3.0	2.0	3.0	2.0		
BOH78_4262	3.0		3.0		2.0	2.0	1.0	1.0
BOH78_4263	1.0	1.0	1.0		4.0			2.0
BOH78_4265	26.0	26.0	20.0	30.0	21.0	21.0	15.0	27.0
BOH78_4266	10.0	4.0	13.0	10.0	5.0	4.0	10.0	7.0
BOH78_4275	27.0	28.0	34.0	30.0	33.0	24.0	30.0	22.0
BOH78_4274	1.0	1.0	2.0	1.0	2.0		2.0	
BOH78_4273	1.0		2.0	1.0			1.0	
BOH78_4272	1.0							
BOH78_4270	1.0	2.0	3.0	2.0	2.0	1.0	2.0	3.0
BOH78_4279	1.0	1.0	1.0	1.0	2.0	2.0	2.0	1.0
BOH78_4278		1.0	3.0	2.0	3.0			1.0
BOH78_4252	48.0	41.0	56.0	53.0	38.0	45.0	49.0	50.0
BOH78_4254	5.0	2.0	3.0	4.0	2.0	3.0	5.0	1.0
BOH78_4257				1.0				1.0
BOH78_4237	15.0	15.0	25.0	18.0	9.0	9.0	24.0	24.0
BOH78_4236								1.0
BOH78_4239		1.0						1.0
BOH78_4238	12.0	15.0	18.0	14.0	15.0	14.0	12.0	10.0
BOH78_4242	35.0	27.0	30.0	35.0	33.0	31.0	25.0	24.0
BOH78_4241	4.0	5.0	4.0	3.0	1.0	3.0	4.0	3.0
BOH78_4247	1.0	2.0	7.0	6.0	3.0	2.0	6.0	3.0
BOH78_4245	10.0	13.0	10.0	15.0	8.0	6.0	8.0	12.0
BOH78_4199	9.0	4.0	14.0	10.0	7.0	4.0	11.0	6.0
BOH78_4193			1.0	3.0	2.0	2.0	3.0	2.0
BOH78_4198	2.0		1.0			1.0		1.0
BOH78_4196	1.0	2.0	2.0			1.0		3.0
BOH78_4197	1.0		1.0	1.0	2.0	1.0		
BOH78_4194	4.0	3.0	4.0	3.0	6.0	5.0	3.0	4.0
BOH78_4195	3.0	2.0	3.0	2.0	4.0	1.0		
BOH78_4190	41.0	44.0	70.0	54.0	24.0	51.0	67.0	61.0
BOH78_4191		1.0	1.0	1.0	1.0	1.0		1.0
BOH78_4209	78.0	67.0	56.0	55.0	82.0	55.0	49.0	60.0
BOH78_4207	7.0	11.0	8.0	6.0	9.0	8.0	4.0	12.0
BOH78_4204	19.0	12.0	13.0	13.0	19.0	13.0	12.0	12.0
BOH78_4205	2.0	2.0	3.0	2.0	2.0	2.0	2.0	1.0
BOH78_4202	9.0	7.0	11.0	10.0	7.0	4.0	6.0	9.0
BOH78_4203	5.0	10.0	7.0	7.0	4.0	5.0	3.0	9.0
BOH78_4200	2.0		2.0	1.0	2.0		2.0	1.0
BOH78_4224					2.0		1.0	
BOH78_4225	25.0	16.0	21.0	22.0	25.0	20.0	16.0	28.0
BOH78_4226	24.0	21.0	22.0	23.0	26.0	19.0	19.0	22.0
BOH78_4227	5.0	4.0	6.0	7.0	5.0	5.0	3.0	5.0
BOH78_4220	9.0	8.0	11.0	11.0	3.0	6.0	8.0	9.0
BOH78_4222	56.0	50.0	73.0	55.0	67.0	55.0	83.0	63.0
BOH78_4223	6.0	4.0	8.0	7.0	10.0	5.0	8.0	4.0
BOH78_4228	1.0		2.0	2.0	1.0	1.0	1.0	
BOH78_4229	1.0							
BOH78_4189			1.0			1.0		
BOH78_4188	3.0	4.0	8.0	4.0	5.0	4.0	5.0	4.0
BOH78_4219	9.0	3.0	16.0	10.0	10.0	10.0	18.0	9.0
BOH78_4215	6.0	9.0	6.0	4.0	8.0	7.0	3.0	3.0
BOH78_4216	5.0	4.0	6.0	5.0	6.0	4.0	6.0	4.0
BOH78_4211								1.0
BOH78_4210			1.0					
BOH78_4233	2.0	2.0	4.0	4.0		2.0	3.0	2.0
BOH78_4232	20.0	21.0	25.0	20.0	23.0	20.0	23.0	20.0
BOH78_4231	2.0	4.0	2.0	3.0	2.0	2.0	2.0	3.0
BOH78_4158	15.0	14.0	20.0	16.0	14.0	9.0	11.0	10.0
BOH78_4152	7.0	4.0	5.0	8.0	6.0	4.0	3.0	8.0
BOH78_4153	11.0	8.0	15.0	18.0	14.0	7.0	13.0	11.0
BOH78_4151	11.0	10.0	12.0	14.0	11.0	9.0	13.0	9.0
BOH78_4170	3.0	1.0	2.0	2.0				1.0
BOH78_4171	19.0	16.0	19.0	22.0	23.0	15.0	21.0	22.0
BOH78_4172		2.0	3.0	2.0				2.0
BOH78_4173	14.0	31.0	24.0	28.0	18.0	27.0	20.0	39.0
BOH78_4174	3.0	2.0	2.0	2.0	4.0	2.0	3.0	2.0
BOH78_4175	10.0	5.0	10.0	10.0	4.0	4.0	2.0	3.0
BOH78_4176	2.0	2.0	4.0	1.0	4.0	2.0	6.0	2.0
BOH78_4177	10.0	15.0	16.0	12.0	12.0	12.0	11.0	13.0
BOH78_4178	2.0	1.0	2.0	2.0	6.0	3.0	1.0	2.0
BOH78_4179	1.0	3.0	2.0	2.0	3.0	1.0	3.0	
BOH78_4139	25.0	21.0	21.0	24.0	24.0	24.0	12.0	14.0
BOH78_4135	2.0	1.0	4.0	3.0	3.0	3.0	3.0	4.0
BOH78_4137	3.0	1.0	3.0	2.0	5.0	2.0	1.0	1.0
BOH78_4143	80.0	69.0	66.0	53.0	77.0	56.0	86.0	58.0
BOH78_4140	1.0	1.0	1.0	1.0	1.0	2.0		
BOH78_4145	3.0	3.0	3.0	5.0	2.0	2.0	4.0	3.0
BOH78_4168	2.0	2.0	1.0		2.0	2.0	1.0	1.0
BOH78_4167	9.0	14.0	16.0	14.0	5.0	11.0	14.0	17.0
BOH78_4166	1.0	2.0	1.0	1.0		2.0		
BOH78_4165			1.0	1.0	1.0	2.0		
BOH78_4164	14.0	10.0	9.0	15.0	17.0	10.0	4.0	6.0
BOH78_4163				1.0				
BOH78_4162			1.0		1.0			1.0
BOH78_4161	3.0	6.0	4.0	6.0	5.0	6.0	5.0	3.0
BOH78_4160					1.0			
BOH78_4141	5.0	5.0	5.0	7.0	4.0	4.0	2.0	4.0
BOH78_4142	1.0		3.0	2.0		1.0	3.0	4.0
BOH78_4144	2.0	4.0	4.0	4.0	2.0	5.0	4.0	5.0
BOH78_4147	2.0	2.0	3.0	4.0	5.0	2.0	1.0	1.0
BOH78_4184	42.0	36.0	36.0	32.0	46.0	35.0	34.0	26.0
BOH78_4186	37.0	45.0	78.0	51.0	41.0	40.0	84.0	54.0
BOH78_4180	2.0	1.0	2.0	3.0	1.0	1.0	2.0	1.0
BOH78_4183	5.0	3.0	7.0	6.0	4.0	4.0	7.0	7.0
BOH78_4182	1.0			1.0	1.0	1.0	2.0	1.0
BOH78_4156	17.0	12.0	17.0	20.0	17.0	14.0	17.0	15.0
BOH78_4084	1.0		1.0		1.0			
BOH78_4081	1.0							
BOH78_4088	12.0	6.0	11.0	11.0	8.0	9.0	11.0	5.0
BOH78_4116	32.0	25.0	32.0	30.0	31.0	30.0	30.0	28.0
BOH78_4112	1.0	1.0	1.0	1.0	2.0	2.0		2.0
BOH78_4113	1.0	3.0	3.0	4.0	6.0	5.0	5.0	4.0
BOH78_4110					1.0	1.0		1.0
BOH78_4111	8.0	6.0	6.0	3.0	4.0	4.0	3.0	3.0
BOH78_4118	1.0	6.0	1.0	2.0	1.0	3.0	1.0	2.0
BOH78_4130	13.0	14.0	17.0	17.0	15.0	12.0	15.0	17.0
BOH78_4131	1.0	2.0	3.0	5.0	2.0	2.0	1.0	4.0
BOH78_4132			1.0					
BOH78_4078	1.0	1.0	1.0	1.0		1.0	1.0	1.0
BOH78_4071		1.0	2.0	1.0	1.0	1.0	3.0	2.0
BOH78_4074	4.0	5.0	2.0	5.0	1.0	2.0	1.0	3.0
BOH78_4077	12.0	12.0	8.0	12.0	7.0	11.0	8.0	12.0
BOH78_4076	3.0	2.0	1.0	1.0	3.0	2.0	3.0	2.0
BOH78_4093	6.0	6.0	8.0	6.0	8.0	4.0	7.0	7.0
BOH78_4091	15.0	17.0	21.0	18.0	22.0	19.0	21.0	18.0
BOH78_4090	9.0	6.0	8.0	4.0	2.0	3.0	7.0	8.0
BOH78_4097	30.0	20.0	31.0	24.0	19.0	15.0	20.0	18.0
BOH78_4095	14.0	10.0	16.0	16.0	13.0	16.0	15.0	10.0
BOH78_4094			1.0	1.0		1.0		
BOH78_4099	3.0	1.0	2.0	1.0	1.0	1.0	3.0	1.0
BOH78_4104	5.0	3.0	6.0	4.0	4.0	2.0	5.0	5.0
BOH78_4107		1.0			1.0			
BOH78_4100		1.0		2.0	2.0	3.0		1.0
BOH78_4103	2.0				2.0		1.0	
BOH78_4102	2.0	2.0	8.0	4.0	3.0	2.0	5.0	3.0
BOH78_4109	4.0	2.0	5.0	6.0			2.0	1.0
BOH78_4129	5.0	2.0	6.0	4.0	3.0	3.0	7.0	2.0
BOH78_4128	1.0	1.0		1.0	1.0	1.0	3.0	1.0
BOH78_4123	65.0	48.0	63.0	59.0	61.0	59.0	52.0	64.0
BOH78_4122	30.0	28.0	30.0	36.0	26.0	26.0	31.0	26.0
BOH78_4121					1.0			
BOH78_4126	1.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0
BOH78_4125		1.0	1.0		1.0		1.0	1.0
BOH78_4124	1.0	1.0	1.0	1.0	1.0	1.0		
BOH78_4013	1.0		1.0	2.0	1.0		2.0	
BOH78_4012	2.0	3.0	3.0	4.0	3.0	3.0	2.0	3.0
BOH78_4011	13.0	13.0	16.0	16.0	15.0	14.0	11.0	12.0
BOH78_4010	1.0		2.0	2.0		1.0	3.0	
BOH78_4017	1.0	1.0	5.0	6.0	1.0	1.0	5.0	3.0
BOH78_4014	1.0	3.0	1.0	2.0	3.0	1.0	1.0	1.0
BOH78_3997	3.0	2.0	3.0	2.0	3.0		1.0	3.0
BOH78_3996	8.0	7.0	11.0	9.0	6.0	4.0	13.0	12.0
BOH78_3995	1.0	1.0	2.0	1.0	3.0		1.0	1.0
BOH78_3994	14.0	15.0	12.0	19.0	9.0	12.0	12.0	14.0
BOH78_3993			1.0				1.0	
BOH78_3992	7.0	10.0	14.0	12.0	8.0	12.0	15.0	12.0
BOH78_3990			1.0	1.0				
BOH78_3999	1.0	2.0			4.0	1.0		
BOH78_3998	3.0	1.0	1.0			1.0		
BOH78_4058							1.0	
BOH78_4044	13.0	11.0	13.0	17.0	10.0	9.0	5.0	10.0
BOH78_4046	10.0	14.0	13.0	13.0	5.0	11.0	8.0	9.0
BOH78_4047	1.0	2.0	2.0	2.0	2.0	1.0	1.0	
BOH78_4036	21.0	17.0	21.0	23.0	26.0	12.0	21.0	18.0
BOH78_4030	2.0	2.0	3.0	2.0	3.0	1.0	4.0	4.0
BOH78_4059	41.0	26.0	35.0	29.0	35.0	25.0	28.0	27.0
BOH78_4057	1.0	1.0	1.0	2.0	3.0	2.0	3.0	
BOH78_4054					2.0			
BOH78_4052	253.0	210.0	334.0	266.0	266.0	226.0	472.0	252.0
BOH78_4035			1.0		1.0			1.0
BOH78_4034	39.0	29.0	15.0	19.0	48.0	28.0	11.0	7.0
BOH78_4033	16.0	19.0	19.0	19.0	13.0	12.0	12.0	15.0
BOH78_4032	10.0	10.0	8.0	11.0	10.0	8.0	8.0	13.0
BOH78_4039	1.0		1.0			1.0	1.0	1.0
BOH78_4018	11.0	8.0	16.0	14.0	12.0	6.0	9.0	10.0
BOH78_4015			1.0	1.0				
BOH78_4004	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0
BOH78_4005	4.0	4.0	8.0	7.0	3.0	3.0	4.0	6.0
BOH78_4002				1.0	1.0			
BOH78_4040	1.0	1.0	1.0	1.0		1.0		1.0
BOH78_4043	1.0	1.0	2.0		4.0	3.0	2.0	1.0
BOH78_3989			1.0		1.0			
BOH78_4045	2.0	4.0	3.0	4.0	2.0	3.0	2.0	2.0
BOH78_4007	1.0		1.0	1.0	1.0	1.0	1.0	1.0
BOH78_4060	6.0	8.0	10.0	10.0	8.0	8.0	7.0	7.0
BOH78_4042	2.0			1.0	3.0			1.0
BOH78_4048						1.0		
BOH78_4026	13.0	18.0	17.0	15.0	5.0	11.0	7.0	15.0
BOH78_4027	33.0	35.0	37.0	38.0	35.0	45.0	36.0	32.0
BOH78_4025	31.0	24.0	24.0	23.0	21.0	27.0	24.0	19.0
BOH78_4022				1.0			1.0	
BOH78_4028	103.0	99.0	165.0	122.0	111.0	108.0	274.0	125.0
BOH78_3934	7.0	5.0	9.0	5.0	8.0	5.0	4.0	8.0
BOH78_3922	1.0	1.0		2.0	1.0	2.0	1.0	1.0
BOH78_3923	2.0	2.0	5.0	4.0	2.0	2.0	3.0	3.0
BOH78_3924	16.0	15.0	22.0	23.0	19.0	15.0	24.0	19.0
BOH78_3929	8.0	9.0	7.0	12.0	3.0	6.0	7.0	8.0
BOH78_3965			1.0	1.0	1.0	1.0		
BOH78_3962	2.0	1.0	1.0		2.0	1.0	1.0	1.0
BOH78_3963	1.0		2.0	2.0	1.0		2.0	1.0
BOH78_3960	1.0		1.0					
BOH78_3968	1.0				2.0			
BOH78_3945	11.0	13.0	9.0	12.0	12.0	13.0	10.0	12.0
BOH78_3946	4.0	2.0	5.0	5.0	6.0	1.0	5.0	4.0
BOH78_3940			1.0				1.0	
BOH78_3941	11.0	9.0	17.0	15.0	8.0	11.0	16.0	17.0
BOH78_3943		1.0						
BOH78_3980	1.0	2.0	3.0	5.0	2.0	2.0	3.0	3.0
BOH78_3983	2.0	1.0	1.0		2.0			1.0
BOH78_3984	4.0	3.0	3.0	3.0	3.0	4.0	3.0	2.0
BOH78_3967	55.0	44.0	45.0	48.0	52.0	40.0	46.0	49.0
BOH78_3938	4.0	4.0	3.0	4.0	3.0	3.0	4.0	2.0
